id,number,ЭЧТК,УКВ,Кол-во мест,Автосцепка,Переход,Постройка,Тип
907,37636546,да,да,80,БСУ,Х,2009,одноэтажный
908,68517739,да,нет,80,СА-3,Б,2017,двухэтажный
909,45588515,да,нет,54,СА-3,Б,2002,одноэтажный
910,87603784,да,да,36,БСУ,Б,2011,одноэтажный
911,97447790,нет,да,44,БСУ,Б,2010,двухэтажный
912,63995920,да,да,72,СА-3,Б,2020,одноэтажный
913,35036832,да,да,80,БСУ,Х,2020,одноэтажный
914,92466364,нет,нет,64,СА-3,Б,2011,одноэтажный
915,42262445,да,нет,44,БСУ,Б,2002,одноэтажный
916,65356542,да,да,40,БСУ,Б,2007,одноэтажный
917,25241574,да,да,80,БСУ,Б,2017,одноэтажный
918,66642448,да,да,40,БСУ,Х,2008,одноэтажный
919,47281925,нет,да,80,СА-3,Б,2015,одноэтажный
920,17425900,нет,да,64,БСУ,Б,2013,одноэтажный
921,98238841,нет,да,80,СА-3,Х,2018,одноэтажный
922,26192377,да,нет,80,БСУ,Б,2002,двухэтажный
923,26411718,нет,да,80,БСУ,Б,2023,двухэтажный
924,66756516,да,да,40,БСУ,Б,2008,одноэтажный
925,17506180,да,да,36,БСУ,Б,2015,одноэтажный
926,47276794,нет,нет,44,БСУ,Б,2009,двухэтажный
927,91311077,да,нет,80,СА-3,Б,2025,одноэтажный
928,43954789,да,да,72,БСУ,Б,2021,двухэтажный
929,41726640,нет,да,54,БСУ,Б,2024,двухэтажный
930,38237596,нет,да,54,БСУ,Б,2024,одноэтажный
931,14547522,да,да,80,БСУ,Б,2013,одноэтажный
932,54657219,нет,нет,80,СА-3,Б,2022,одноэтажный
933,18907659,да,нет,80,БСУ,Б,2000,одноэтажный
934,96083599,да,нет,80,СА-3,Х,2006,одноэтажный
935,52107027,да,да,40,СА-3,Б,2021,одноэтажный
936,52869025,да,нет,40,БСУ,Х,2018,одноэтажный
937,47822197,да,да,40,БСУ,Б,2018,двухэтажный
938,13082993,нет,нет,72,СА-3,Б,2014,двухэтажный
939,32650041,да,нет,64,БСУ,Х,2011,двухэтажный
940,86134053,да,нет,54,БСУ,Б,2015,двухэтажный
941,37265709,да,нет,80,БСУ,Х,2015,одноэтажный
942,67889258,нет,нет,80,БСУ,Б,2006,одноэтажный
943,64831176,нет,да,44,СА-3,Б,2007,одноэтажный
944,96870487,да,да,40,БСУ,Б,2012,одноэтажный
945,61471888,нет,нет,44,СА-3,Х,2001,двухэтажный
946,41519884,да,да,64,СА-3,Х,2016,одноэтажный
947,50601849,нет,нет,40,СА-3,Б,2008,двухэтажный
948,76147841,нет,нет,40,СА-3,Б,2016,одноэтажный
949,44951103,да,да,40,БСУ,Б,2008,одноэтажный
950,67725168,да,нет,64,БСУ,Б,2013,одноэтажный
951,52351453,нет,да,40,БСУ,Х,2004,двухэтажный
952,34580812,да,да,72,БСУ,Б,2015,двухэтажный
953,57851319,нет,да,54,БСУ,Х,2023,одноэтажный
954,26596590,да,да,44,СА-3,Б,2023,одноэтажный
955,46613462,да,нет,40,СА-3,Б,2018,двухэтажный
956,20312681,да,да,36,БСУ,Х,2021,одноэтажный
957,26373347,да,да,36,БСУ,Х,2002,одноэтажный
958,98521869,да,нет,44,СА-3,Б,2001,одноэтажный
959,70814320,да,нет,72,СА-3,Х,2001,одноэтажный
960,47977444,да,да,36,БСУ,Х,2008,двухэтажный
961,63541768,да,нет,40,БСУ,Б,2009,одноэтажный
962,97787024,да,да,80,БСУ,Б,2009,одноэтажный
963,91002225,да,нет,80,БСУ,Б,2015,одноэтажный
964,62088494,да,да,54,СА-3,Б,2025,одноэтажный
965,35012256,да,да,36,БСУ,Б,2021,двухэтажный
966,30813102,нет,да,72,СА-3,Х,2013,двухэтажный
967,74103912,да,нет,72,БСУ,Б,2016,одноэтажный
968,86307568,да,да,36,СА-3,Б,2013,двухэтажный
969,98698490,нет,нет,44,БСУ,Б,2024,одноэтажный
970,25292162,нет,да,80,СА-3,Б,2001,двухэтажный
971,49949573,да,нет,80,БСУ,Б,2008,одноэтажный
972,35124449,да,да,64,БСУ,Б,2003,одноэтажный
973,12404540,да,да,40,БСУ,Б,2012,одноэтажный
974,90783964,нет,да,80,БСУ,Б,2022,одноэтажный
975,50621889,да,да,40,СА-3,Б,2022,одноэтажный
976,13599088,да,нет,72,СА-3,Б,2020,одноэтажный
977,82287324,да,да,54,СА-3,Б,2000,двухэтажный
978,30457766,нет,да,54,БСУ,Х,2014,одноэтажный
979,37023185,да,нет,54,СА-3,Б,2003,одноэтажный
980,67953597,нет,нет,72,БСУ,Х,2012,одноэтажный
981,89327948,нет,нет,80,БСУ,Х,2001,одноэтажный
982,66640491,да,да,44,БСУ,Б,2003,одноэтажный
983,96728786,да,нет,36,СА-3,Х,2006,одноэтажный
984,68802221,да,да,72,БСУ,Б,2022,одноэтажный
985,27603804,нет,нет,54,БСУ,Б,2021,одноэтажный
986,58352683,нет,нет,80,СА-3,Б,2009,одноэтажный
987,21568480,нет,да,40,СА-3,Б,2003,одноэтажный
988,76266658,да,да,36,СА-3,Б,2008,одноэтажный
989,31287665,да,нет,64,СА-3,Б,2010,одноэтажный
990,92887892,да,да,54,БСУ,Б,2025,одноэтажный
991,16264794,нет,да,40,СА-3,Б,2014,одноэтажный
992,24888885,нет,нет,64,СА-3,Б,2001,одноэтажный
993,32420574,да,нет,44,СА-3,Б,2022,одноэтажный
994,77900294,да,нет,40,БСУ,Б,2004,двухэтажный
995,37097261,да,да,80,СА-3,Х,2025,одноэтажный
996,48488047,да,да,44,БСУ,Б,2021,двухэтажный
997,81088456,да,да,80,БСУ,Б,2013,одноэтажный
998,79277190,нет,да,36,БСУ,Х,2000,одноэтажный
999,79437366,нет,да,44,БСУ,Б,2005,одноэтажный
1000,62783304,нет,нет,72,СА-3,Б,2001,одноэтажный
1001,98632237,нет,нет,54,БСУ,Б,2022,одноэтажный
1002,50845544,нет,да,44,СА-3,Б,2016,одноэтажный
1003,29711458,нет,да,40,БСУ,Б,2025,одноэтажный
1004,64291836,нет,нет,36,СА-3,Б,2012,одноэтажный
1005,26912191,да,да,40,СА-3,Б,2009,одноэтажный
1006,95320264,да,да,80,БСУ,Х,2024,одноэтажный
1007,66739991,нет,да,36,БСУ,Х,2016,одноэтажный
1008,16406597,нет,нет,54,БСУ,Б,2000,одноэтажный
1009,41688446,нет,нет,64,СА-3,Б,2009,одноэтажный
1010,86875315,нет,нет,64,СА-3,Х,2016,одноэтажный
1011,58488507,да,да,54,БСУ,Х,2001,одноэтажный
1012,27456803,да,да,44,БСУ,Б,2016,одноэтажный
1013,45392370,да,нет,54,БСУ,Б,2013,одноэтажный
1014,29373816,да,да,54,СА-3,Б,2016,одноэтажный
1015,25845497,нет,да,36,СА-3,Б,2011,одноэтажный
1016,25940510,да,да,36,БСУ,Б,2001,одноэтажный
1017,25803092,да,нет,44,БСУ,Б,2025,двухэтажный
1018,89138026,да,нет,44,БСУ,Х,2023,одноэтажный
1019,26418573,да,да,36,БСУ,Б,2009,одноэтажный
1020,55341868,нет,да,72,СА-3,Б,2016,одноэтажный
1021,70388500,нет,да,72,БСУ,Х,2019,одноэтажный
1022,64979383,да,нет,44,СА-3,Б,2014,одноэтажный
1023,96693449,да,да,36,БСУ,Б,2003,одноэтажный
1024,21428912,да,нет,64,СА-3,Б,2016,двухэтажный
1025,73865585,да,да,72,СА-3,Б,2008,одноэтажный
1026,42921822,нет,нет,64,БСУ,Х,2017,одноэтажный
1027,63928396,да,да,36,БСУ,Б,2013,двухэтажный
1028,80853774,да,да,36,СА-3,Б,2009,двухэтажный
1029,44299947,нет,да,54,СА-3,Х,2010,двухэтажный
1030,17851976,да,да,40,БСУ,Б,2008,одноэтажный
1031,26235817,да,да,64,СА-3,Б,2024,одноэтажный
1032,25445960,да,да,64,БСУ,Х,2000,одноэтажный
1033,41372112,нет,да,64,СА-3,Х,2017,одноэтажный
1034,26853900,да,да,36,СА-3,Б,2004,одноэтажный
1035,32573855,нет,да,54,БСУ,Х,2014,одноэтажный
1036,93312959,да,нет,36,СА-3,Б,2015,одноэтажный
1037,43673745,нет,да,44,СА-3,Б,2016,одноэтажный
1038,31664929,нет,да,44,СА-3,Б,2003,одноэтажный
1039,84689357,нет,нет,40,БСУ,Б,2010,одноэтажный
1040,70762792,да,нет,44,БСУ,Х,2019,одноэтажный
1041,27948365,да,да,54,СА-3,Б,2021,двухэтажный
1042,84596958,нет,нет,80,БСУ,Б,2025,одноэтажный
1043,97411506,да,да,80,БСУ,Б,2011,одноэтажный
1044,60516391,нет,да,40,СА-3,Х,2011,одноэтажный
1045,69670203,да,нет,80,БСУ,Б,2022,одноэтажный
1046,22075101,нет,нет,80,СА-3,Х,2015,одноэтажный
1047,14938681,да,нет,72,СА-3,Х,2020,одноэтажный
1048,47224958,да,да,64,СА-3,Б,2018,одноэтажный
1049,90929605,да,да,40,СА-3,Х,2018,одноэтажный
1050,80206603,нет,да,80,СА-3,Б,2022,одноэтажный
1051,92470962,да,да,54,СА-3,Б,2020,одноэтажный
1052,97245556,да,нет,54,БСУ,Х,2021,одноэтажный
1053,76514912,да,нет,72,СА-3,Х,2013,одноэтажный
1054,52445278,да,да,36,СА-3,Б,2007,одноэтажный
1055,66884191,нет,нет,40,СА-3,Б,2002,одноэтажный
1056,22982357,да,да,36,БСУ,Б,2007,двухэтажный
1057,41992031,нет,нет,80,БСУ,Б,2007,одноэтажный
1058,90525899,да,нет,72,БСУ,Б,2002,одноэтажный
1059,14475312,да,нет,72,СА-3,Б,2001,одноэтажный
1060,69313284,да,нет,54,СА-3,Х,2001,одноэтажный
1061,49583058,нет,да,64,БСУ,Х,2019,одноэтажный
1062,93752957,да,да,80,БСУ,Б,2019,двухэтажный
1063,97365194,нет,нет,54,БСУ,Б,2003,двухэтажный
1064,89883050,нет,да,80,СА-3,Б,2004,одноэтажный
1065,44398138,да,да,64,БСУ,Х,2004,одноэтажный
1066,18118989,да,да,64,БСУ,Б,2017,одноэтажный
1067,29784909,да,нет,44,БСУ,Б,2016,одноэтажный
1068,29407935,да,да,80,СА-3,Б,2006,одноэтажный
1069,95973808,нет,нет,44,СА-3,Б,2022,одноэтажный
1070,72733686,да,да,64,БСУ,Б,2013,одноэтажный
1071,24072446,да,нет,36,БСУ,Х,2000,одноэтажный
1072,40906854,да,да,54,БСУ,Б,2012,двухэтажный
1073,34728879,нет,да,36,СА-3,Б,2017,двухэтажный
1074,49000479,да,нет,80,БСУ,Х,2000,двухэтажный
1075,48131375,да,нет,72,СА-3,Б,2017,двухэтажный
1076,36305005,да,нет,36,СА-3,Б,2004,одноэтажный
1077,24894008,да,да,54,СА-3,Б,2011,одноэтажный
1078,80722909,нет,нет,54,СА-3,Х,2004,одноэтажный
1079,35727027,да,нет,44,БСУ,Б,2007,одноэтажный
1080,92681879,да,нет,44,СА-3,Б,2001,одноэтажный
1081,47590802,нет,нет,64,БСУ,Х,2002,одноэтажный
1082,99053757,да,да,54,БСУ,Б,2014,двухэтажный
1083,60181152,да,да,54,БСУ,Х,2012,одноэтажный
1084,88380820,да,да,40,БСУ,Б,2012,двухэтажный
1085,67045601,нет,да,80,БСУ,Х,2002,двухэтажный
1086,21278067,да,да,40,СА-3,Б,2019,одноэтажный
1087,70552489,да,да,80,БСУ,Б,2012,двухэтажный
1088,69282426,да,нет,44,СА-3,Х,2016,одноэтажный
1089,96389831,да,да,40,СА-3,Х,2011,двухэтажный
1090,36884696,да,нет,44,БСУ,Б,2024,одноэтажный
1091,46838009,да,нет,40,БСУ,Х,2009,одноэтажный
1092,56524207,нет,да,54,СА-3,Б,2016,одноэтажный
1093,30036175,нет,да,72,СА-3,Б,2016,одноэтажный
1094,84170763,нет,нет,54,БСУ,Б,2010,одноэтажный
1095,67551618,нет,нет,40,БСУ,Б,2017,двухэтажный
1096,28649583,да,да,72,СА-3,Б,2021,одноэтажный
1097,55610169,да,да,80,БСУ,Б,2022,одноэтажный
1098,53765651,да,да,36,СА-3,Х,2010,одноэтажный
1099,90933663,нет,да,54,БСУ,Х,2012,двухэтажный
1100,61866272,да,да,64,БСУ,Б,2009,двухэтажный
1101,24000677,нет,да,80,БСУ,Х,2006,двухэтажный
1102,61793831,да,да,72,СА-3,Б,2011,одноэтажный
1103,33062057,да,нет,54,СА-3,Б,2004,одноэтажный
1104,74189781,нет,да,80,СА-3,Х,2006,одноэтажный
1105,99226958,да,нет,44,СА-3,Б,2021,одноэтажный
1106,37072082,да,да,36,БСУ,Б,2007,одноэтажный
1107,86400632,нет,да,64,СА-3,Б,2009,одноэтажный
1108,71244438,да,нет,80,БСУ,Б,2025,одноэтажный
1109,65707438,да,нет,72,БСУ,Б,2021,двухэтажный
1110,86318249,да,нет,36,СА-3,Б,2005,одноэтажный
1111,94299900,да,нет,36,СА-3,Б,2013,одноэтажный
1112,84198767,да,да,80,СА-3,Б,2024,одноэтажный
1113,70523603,да,да,36,БСУ,Х,2020,одноэтажный
1114,71995701,да,нет,80,СА-3,Б,2000,одноэтажный
1115,28318112,да,нет,54,БСУ,Х,2017,одноэтажный
1116,68750274,да,нет,80,СА-3,Х,2000,одноэтажный
1117,33788294,да,да,54,СА-3,Х,2024,двухэтажный
1118,46675298,да,да,40,СА-3,Б,2017,двухэтажный
1119,16409704,нет,нет,72,СА-3,Б,2009,одноэтажный
1120,90289763,да,нет,80,СА-3,Б,2011,одноэтажный
1121,36841625,да,да,36,БСУ,Б,2021,одноэтажный
1122,39604115,нет,да,80,СА-3,Б,2001,одноэтажный
1123,24453078,нет,да,72,СА-3,Б,2017,одноэтажный
1124,67429121,да,да,44,БСУ,Х,2012,одноэтажный
1125,11608113,да,да,36,БСУ,Б,2011,двухэтажный
1126,39334741,да,нет,54,СА-3,Б,2025,одноэтажный
1127,86397410,да,нет,64,БСУ,Б,2022,одноэтажный
1128,27841755,да,нет,72,БСУ,Б,2021,одноэтажный
1129,54977061,да,нет,54,БСУ,Б,2023,двухэтажный
1130,88848693,нет,да,36,СА-3,Б,2023,одноэтажный
1131,42688154,да,да,44,БСУ,Х,2004,одноэтажный
1132,96173002,да,нет,64,БСУ,Б,2010,двухэтажный
1133,52619317,да,нет,64,БСУ,Б,2009,одноэтажный
1134,40737204,нет,да,40,СА-3,Б,2021,одноэтажный
1135,39855935,да,да,44,СА-3,Б,2000,двухэтажный
1136,75987111,да,да,72,СА-3,Б,2004,двухэтажный
1137,89541539,да,нет,40,СА-3,Б,2013,одноэтажный
1138,51803852,да,да,54,СА-3,Б,2009,одноэтажный
1139,70165940,нет,да,80,БСУ,Х,2011,одноэтажный
1140,32517176,да,да,64,БСУ,Б,2025,одноэтажный
1141,61193233,да,да,44,СА-3,Б,2005,одноэтажный
1142,72230215,да,да,64,БСУ,Х,2004,одноэтажный
1143,36268523,да,да,36,БСУ,Б,2013,одноэтажный
1144,60082660,да,да,64,СА-3,Б,2001,одноэтажный
1145,26707088,да,да,40,БСУ,Б,2024,одноэтажный
1146,56785439,да,да,72,БСУ,Б,2020,одноэтажный
1147,66913730,нет,да,36,БСУ,Б,2021,двухэтажный
1148,99345471,да,да,54,СА-3,Х,2019,одноэтажный
1149,98933292,нет,да,80,СА-3,Б,2012,одноэтажный
1150,88673120,нет,да,40,БСУ,Х,2013,одноэтажный
1151,50563223,да,да,54,БСУ,Б,2024,одноэтажный
1152,21928391,да,да,80,БСУ,Б,2008,одноэтажный
1153,63414658,нет,да,40,БСУ,Х,2002,одноэтажный
1154,66081482,да,нет,72,БСУ,Х,2011,двухэтажный
1155,28029744,да,да,36,БСУ,Б,2006,двухэтажный
1156,17916438,нет,нет,40,БСУ,Б,2013,одноэтажный
1157,93808429,да,нет,36,БСУ,Х,2003,одноэтажный
1158,55922853,да,да,54,СА-3,Х,2008,одноэтажный
1159,10969945,нет,нет,36,СА-3,Х,2025,двухэтажный
1160,90931259,да,нет,44,БСУ,Б,2010,одноэтажный
1161,55171003,да,нет,44,СА-3,Б,2021,одноэтажный
1162,91981404,да,да,44,СА-3,Х,2022,одноэтажный
1163,28637880,да,да,64,БСУ,Б,2024,одноэтажный
1164,59449823,да,нет,80,БСУ,Б,2021,двухэтажный
1165,95640742,нет,нет,36,БСУ,Б,2025,одноэтажный
1166,69633763,да,да,72,СА-3,Б,2015,одноэтажный
1167,23482938,нет,да,40,СА-3,Б,2018,одноэтажный
1168,77731180,да,да,36,БСУ,Б,2017,одноэтажный
1169,72653244,да,да,36,БСУ,Б,2007,двухэтажный
1170,32875131,нет,нет,36,СА-3,Б,2022,двухэтажный
1171,53822194,нет,нет,40,БСУ,Б,2021,двухэтажный
1172,28220919,нет,нет,54,СА-3,Б,2010,одноэтажный
1173,87305664,нет,нет,72,БСУ,Б,2022,одноэтажный
1174,61224263,нет,нет,80,БСУ,Б,2007,одноэтажный
1175,49054205,да,да,72,СА-3,Б,2003,одноэтажный
1176,27101682,нет,нет,64,СА-3,Б,2018,одноэтажный
1177,62096010,нет,да,44,СА-3,Б,2019,одноэтажный
1178,24305720,да,да,54,БСУ,Х,2009,одноэтажный
1179,77086404,нет,да,44,СА-3,Б,2025,одноэтажный
1180,14609555,да,да,72,СА-3,Х,2022,одноэтажный
1181,94701730,нет,да,72,БСУ,Х,2025,одноэтажный
1182,38268009,нет,нет,40,СА-3,Б,2024,двухэтажный
1183,75431766,нет,да,80,СА-3,Б,2017,одноэтажный
1184,66698597,нет,нет,80,БСУ,Б,2016,одноэтажный
1185,47898265,нет,да,80,БСУ,Х,2010,одноэтажный
1186,87897778,нет,да,72,БСУ,Б,2005,одноэтажный
1187,69308631,нет,да,40,СА-3,Х,2023,двухэтажный
1188,97407684,да,нет,64,СА-3,Б,2004,одноэтажный
1189,67325876,нет,да,36,СА-3,Б,2015,двухэтажный
1190,17042688,да,да,44,БСУ,Б,2020,одноэтажный
1191,42883478,да,да,54,БСУ,Б,2005,одноэтажный
1192,60381528,нет,нет,72,СА-3,Б,2020,одноэтажный
1193,94870367,нет,да,36,СА-3,Х,2015,одноэтажный
1194,78417285,да,да,64,БСУ,Х,2023,двухэтажный
1195,89574873,да,да,72,БСУ,Х,2004,двухэтажный
1196,18522597,нет,нет,64,СА-3,Б,2022,двухэтажный
1197,84633131,нет,нет,64,БСУ,Х,2018,одноэтажный
1198,97469782,да,нет,72,СА-3,Х,2019,одноэтажный
1199,10714575,да,нет,36,СА-3,Х,2006,одноэтажный
1200,21787125,да,нет,36,СА-3,Б,2016,одноэтажный
1201,83071775,да,нет,72,СА-3,Х,2001,одноэтажный
1202,79718468,нет,да,64,БСУ,Х,2015,одноэтажный
1203,80151077,нет,нет,64,СА-3,Б,2021,одноэтажный
1204,41823071,да,да,80,СА-3,Б,2019,одноэтажный
1205,89427788,да,да,64,БСУ,Х,2008,одноэтажный
1206,97210510,нет,да,36,БСУ,Б,2022,двухэтажный
1207,37348593,да,нет,72,СА-3,Б,2018,одноэтажный
1208,78642629,да,да,40,БСУ,Б,2013,одноэтажный
1209,91014793,да,да,64,СА-3,Б,2013,двухэтажный
1210,95923168,да,нет,80,БСУ,Х,2025,двухэтажный
1211,11323834,да,нет,40,БСУ,Б,2025,одноэтажный
1212,33586265,да,нет,64,БСУ,Х,2011,одноэтажный
1213,47848959,да,нет,36,СА-3,Б,2024,одноэтажный
1214,56328320,нет,нет,80,БСУ,Б,2004,одноэтажный
1215,78929583,нет,нет,40,БСУ,Б,2008,двухэтажный
1216,95791097,нет,нет,40,БСУ,Б,2005,одноэтажный
1217,57513265,нет,да,44,БСУ,Б,2022,одноэтажный
1218,40704198,да,нет,44,БСУ,Б,2002,одноэтажный
1219,20293588,нет,нет,40,СА-3,Х,2009,одноэтажный
1220,76149278,нет,да,54,СА-3,Б,2016,одноэтажный
1221,81458772,нет,да,64,СА-3,Б,2023,двухэтажный
1222,67039703,нет,нет,40,СА-3,Б,2005,одноэтажный
1223,80265183,нет,да,44,СА-3,Б,2001,одноэтажный
1224,60881238,да,нет,44,СА-3,Б,2024,одноэтажный
1225,48931830,да,да,40,СА-3,Б,2018,одноэтажный
1226,50912220,нет,нет,64,СА-3,Б,2019,одноэтажный
1227,17717080,да,нет,44,БСУ,Б,2000,одноэтажный
1228,34985664,да,да,54,БСУ,Х,2016,одноэтажный
1229,30630696,да,нет,36,СА-3,Б,2008,двухэтажный
1230,63064163,да,да,40,БСУ,Х,2014,одноэтажный
1231,68969458,да,да,54,СА-3,Б,2022,двухэтажный
1232,35443261,да,да,54,БСУ,Б,2005,одноэтажный
1233,74329883,нет,нет,36,БСУ,Б,2015,одноэтажный
1234,27103900,да,нет,54,БСУ,Х,2003,одноэтажный
1235,26928020,да,да,80,СА-3,Х,2010,одноэтажный
1236,90139636,нет,да,44,БСУ,Б,2024,одноэтажный
1237,92894635,да,да,40,БСУ,Б,2008,одноэтажный
1238,43199341,нет,да,54,СА-3,Б,2016,одноэтажный
1239,35322723,нет,да,72,СА-3,Х,2004,одноэтажный
1240,46757086,нет,нет,54,СА-3,Б,2002,одноэтажный
1241,61050068,да,да,72,СА-3,Х,2013,одноэтажный
1242,78432746,да,да,36,БСУ,Б,2011,одноэтажный
1243,43147569,да,да,36,СА-3,Х,2023,одноэтажный
1244,48294595,да,нет,36,БСУ,Х,2015,одноэтажный
1245,50850064,да,нет,72,СА-3,Б,2023,одноэтажный
1246,89042306,да,да,72,БСУ,Х,2012,двухэтажный
1247,24276138,да,нет,36,СА-3,Б,2020,одноэтажный
1248,35894291,нет,нет,36,БСУ,Б,2015,одноэтажный
1249,37111862,да,да,40,СА-3,Б,2022,одноэтажный
1250,85208373,нет,нет,54,СА-3,Б,2002,одноэтажный
1251,80298247,нет,да,36,СА-3,Б,2022,одноэтажный
1252,48877018,да,да,80,СА-3,Б,2012,одноэтажный
1253,81466893,нет,нет,40,БСУ,Б,2012,одноэтажный
1254,62378052,да,да,40,СА-3,Х,2006,одноэтажный
1255,11189346,нет,нет,54,БСУ,Б,2007,одноэтажный
1256,46039426,да,да,36,СА-3,Х,2020,двухэтажный
1257,47279846,нет,да,80,СА-3,Б,2007,одноэтажный
1258,38182016,да,да,44,БСУ,Б,2022,одноэтажный
1259,45438604,нет,да,64,БСУ,Б,2001,одноэтажный
1260,11396963,нет,да,44,СА-3,Х,2000,одноэтажный
1261,88283995,да,нет,54,БСУ,Б,2020,одноэтажный
1262,37670193,нет,да,44,СА-3,Б,2025,одноэтажный
1263,63078200,да,да,72,БСУ,Б,2015,двухэтажный
1264,34362335,да,нет,40,СА-3,Б,2023,двухэтажный
1265,47855338,да,да,40,БСУ,Б,2006,двухэтажный
1266,19670211,да,да,72,БСУ,Х,2016,двухэтажный
1267,11582229,да,да,36,СА-3,Б,2024,одноэтажный
1268,15870689,да,нет,44,СА-3,Б,2019,двухэтажный
1269,11261132,нет,да,72,БСУ,Б,2002,двухэтажный
1270,74481609,нет,нет,80,СА-3,Б,2015,двухэтажный
1271,17499483,да,да,64,СА-3,Х,2001,двухэтажный
1272,49827566,да,нет,54,СА-3,Х,2007,двухэтажный
1273,67329147,да,да,44,СА-3,Б,2021,одноэтажный
1274,25087236,да,нет,40,СА-3,Б,2009,одноэтажный
1275,92637421,да,да,36,СА-3,Б,2005,одноэтажный
1276,54942009,да,нет,40,БСУ,Б,2009,одноэтажный
1277,23948250,да,да,44,БСУ,Б,2022,одноэтажный
1278,10292428,нет,нет,80,СА-3,Б,2012,одноэтажный
1279,74214057,нет,да,54,БСУ,Х,2010,одноэтажный
1280,34410491,нет,да,54,БСУ,Б,2013,одноэтажный
1281,95443567,да,нет,72,СА-3,Б,2017,одноэтажный
1282,81641483,да,да,40,БСУ,Х,2022,одноэтажный
1283,87561262,нет,нет,40,СА-3,Х,2000,двухэтажный
1284,12302458,да,да,40,СА-3,Х,2011,одноэтажный
1285,28703143,да,да,80,БСУ,Х,2007,двухэтажный
1286,28495379,да,нет,40,БСУ,Б,2022,одноэтажный
1287,59886613,да,да,64,СА-3,Б,2019,одноэтажный
1288,14051460,да,да,40,СА-3,Х,2013,двухэтажный
1289,34484603,да,да,64,БСУ,Б,2023,одноэтажный
1290,96549919,нет,да,40,СА-3,Б,2001,одноэтажный
1291,33297540,да,да,80,БСУ,Б,2014,одноэтажный
1292,44635469,нет,да,72,СА-3,Б,2005,одноэтажный
1293,22339511,да,нет,40,СА-3,Б,2001,двухэтажный
1294,34654960,нет,нет,64,СА-3,Б,2014,одноэтажный
1295,97603904,да,нет,40,СА-3,Б,2020,одноэтажный
1296,46227990,да,да,64,БСУ,Х,2009,двухэтажный
1297,24289429,да,да,80,БСУ,Х,2006,одноэтажный
1298,14344197,да,да,64,СА-3,Б,2025,одноэтажный
1299,16449014,да,нет,36,БСУ,Б,2012,одноэтажный
1300,52207776,нет,нет,40,СА-3,Б,2023,одноэтажный
1301,77401071,нет,да,64,БСУ,Б,2001,одноэтажный
1302,30339060,нет,да,72,СА-3,Б,2007,одноэтажный
1303,97807942,да,нет,64,БСУ,Б,2004,одноэтажный
1304,58360842,да,нет,36,БСУ,Х,2019,одноэтажный
1305,30454970,да,нет,36,СА-3,Х,2009,одноэтажный
1306,21699448,да,да,40,БСУ,Х,2008,одноэтажный
1307,57428314,да,да,80,БСУ,Х,2015,одноэтажный
1308,69330327,нет,да,36,БСУ,Х,2009,одноэтажный
1309,93172511,нет,да,44,БСУ,Б,2021,одноэтажный
1310,70410362,да,нет,72,СА-3,Б,2020,двухэтажный
1311,42858752,нет,да,40,СА-3,Х,2005,одноэтажный
1312,19795032,да,нет,72,СА-3,Б,2014,одноэтажный
1313,72391513,да,да,36,БСУ,Б,2006,одноэтажный
1314,18653222,да,нет,54,СА-3,Б,2015,двухэтажный
1315,71012513,да,да,54,СА-3,Б,2010,одноэтажный
1316,90675244,нет,да,80,БСУ,Б,2015,двухэтажный
1317,38386094,нет,нет,72,БСУ,Х,2020,двухэтажный
1318,29023738,да,да,44,БСУ,Б,2016,двухэтажный
1319,44822417,да,да,54,БСУ,Б,2009,двухэтажный
1320,56879065,нет,да,64,СА-3,Б,2013,одноэтажный
1321,86546634,да,да,80,СА-3,Х,2021,одноэтажный
1322,29410197,да,нет,72,БСУ,Х,2014,одноэтажный
1323,77034462,нет,да,72,БСУ,Х,2023,двухэтажный
1324,70473000,нет,нет,72,БСУ,Б,2018,двухэтажный
1325,39343051,нет,да,72,СА-3,Б,2006,одноэтажный
1326,35656926,нет,да,36,БСУ,Б,2000,одноэтажный
1327,51200201,да,нет,72,БСУ,Б,2014,одноэтажный
1328,57208264,да,да,64,БСУ,Х,2005,одноэтажный
1329,60079518,да,да,64,БСУ,Б,2021,одноэтажный
1330,68719406,да,нет,80,СА-3,Б,2025,одноэтажный
1331,22031000,да,нет,54,СА-3,Б,2024,одноэтажный
1332,83112925,да,да,64,СА-3,Б,2013,двухэтажный
1333,71019389,да,да,80,БСУ,Б,2011,одноэтажный
1334,72269929,да,нет,72,БСУ,Х,2011,одноэтажный
1335,78123659,да,нет,44,БСУ,Б,2025,одноэтажный
1336,42420888,да,нет,36,СА-3,Х,2025,одноэтажный
1337,79654067,нет,да,44,СА-3,Б,2013,двухэтажный
1338,62527771,да,нет,80,СА-3,Б,2018,одноэтажный
1339,95399182,да,нет,54,БСУ,Б,2013,двухэтажный
1340,26955763,да,нет,80,БСУ,Б,2020,одноэтажный
1341,84209721,да,да,36,СА-3,Х,2000,одноэтажный
1342,89629793,да,нет,64,СА-3,Б,2000,одноэтажный
1343,27521857,нет,нет,80,БСУ,Х,2020,одноэтажный
1344,49852264,да,нет,72,БСУ,Б,2021,двухэтажный
1345,21135154,нет,нет,72,СА-3,Х,2019,двухэтажный
1346,29036823,да,нет,36,СА-3,Б,2011,одноэтажный
1347,37913590,да,да,36,БСУ,Х,2020,двухэтажный
